[0.47658575]
[1.14785878]
[0.36466068]
[0.63115533]
[0.52698554]
[0.78173538]
[0.71198581]
[0.85506404]
[1.09775405]
[0.83694796]
[0.89810858]
[0.72508962]
[0.473403]
[0.43869631]
[0.93344297]
[0.42230562]
[0.61593779]
[0.84217074]
[0.38367371]
[0.46590872]
[0.528305]
[0.84169456]
[0.41330042]
[0.71331189]
[0.95674521]
[0.7353454]
[0.7867053]
[0.22808094]
[0.35385475]
[0.77679351]
[0.3029087]
[0.85914983]
[0.46893092]
[0.80825075]
[0.70550256]
[0.50356456]
[0.74584206]
[0.63550395]
[0.32208658]
[0.86117339]
[0.9303442]
[0.54872512]
[0.61461744]
[0.65092879]
[0.81790069]
[0.54872395]
[0.45686689]
[0.75665212]
[0.59583422]
[0.72824448]
[1.02561916]
[1.03129176]
[1.08205848]
[0.84313992]
[0.54555254]
[0.13803259]
[0.64016143]
[0.52406263]
[0.45373671]
[1.28305577]
[0.68440069]
[0.61810044]
[0.54711877]
[0.74183438]
[0.69292091]
[0.6639376]
[0.7629519]
[0.45772218]
[0.69524916]
[0.54270598]
[0.6849714]
[0.52931275]
[0.46712973]
[0.6759482]
[0.68058766]
[0.61328456]
[0.74398391]
[0.55510177]
[0.391995]
[0.61926546]
[0.98350975]
[0.47577826]
[0.36106734]
[0.56908555]
[0.82806528]
[0.46686521]
[0.70308288]
[0.58594373]
[0.9396199]
[0.22553988]
[0.56844764]
[0.88740106]
[0.52384469]
[0.65316799]
[0.63279287]
[0.52127136]
[0.41316541]
[0.58244549]
[0.35855955]
[0.7674581]
[0.95404933]
[0.89112344]
[0.76106849]
[0.74357274]
[0.59038273]
[0.42359791]
[0.7194033]
[0.80224937]
[0.76353976]
[0.87954875]
[0.58929365]
[0.76176976]
[0.89843848]
[0.63478647]
[0.93999348]
[0.81427844]
[0.85522142]
[0.2528513]
[0.66278396]
[0.70903632]
[0.40039609]
[0.5322833]
[0.49844184]
[0.63109185]
[1.08791291]
[0.95250162]
[0.64842177]
[0.62937103]
[0.53393251]
[0.48136046]
[0.86572423]
[0.59628593]
[0.31460089]
[0.7112586]
[0.42226903]
[0.2647577]
[0.68829903]
[0.69030792]
[0.46447641]
[0.52992022]
[0.58013757]
[0.90606341]
[0.53781772]
[0.38218972]
[1.06085368]
[1.07705244]
[0.51199981]
[0.80129768]
[0.73344563]
[0.70704572]
[0.66432223]
[0.61423105]
[0.73517747]
[0.61112268]
[0.81400296]
[0.8968788]
[0.73363919]
[0.48691193]
[0.4799991]
[0.48671201]
[0.98900161]
[0.7096291]
[0.7353124]
[0.44387512]
[0.56735912]
[0.92926224]
[0.43147941]
[0.54602827]
[0.63887586]
[0.38770237]
[0.64024976]
[0.8906719]
[0.76704065]
[0.80072009]
[0.53226799]
[0.36487004]
[0.28933696]
[0.68531825]
[0.756225]
[1.09564657]
[0.60464857]
[0.75758103]
[0.59278198]
[0.67479833]
[0.33182304]
[0.7086102]
[0.42650772]
[0.76605308]
[0.56564038]
[0.51140118]
[0.80587529]
[0.80839459]
[0.63537209]
[1.09818002]
[0.70565577]
[0.25428837]
[0.64782123]
[0.83434912]
[0.51204749]
[0.57513164]
[0.55132268]
[0.80314556]
[0.61920134]
[0.58225484]
[1.1192439]
[0.44788723]
[0.99201752]
[0.71526835]
[0.4452635]
[0.76302444]
[0.46070732]
[0.69803824]
[0.963868]
[0.67797951]
[0.74865256]
[0.31095478]
[0.72866985]
[0.86809036]
[0.71892907]
[0.53015009]
[0.40157687]
[0.72014693]
[0.65778448]
[0.33215533]
[0.515158]
[0.59206581]
[1.01687156]
[0.2199501]
[1.240605]
[0.55502123]
[0.7671276]
[0.43055645]
[0.73154031]
[0.74885998]
[0.55238805]
[0.62420705]
[0.41383506]
[0.34832492]
[0.96761794]
[0.7839684]
[0.62194968]
[0.78505618]
[0.52050521]
[0.66257098]
[0.72249971]
[0.75841044]
[0.7421749]
[0.43680366]
[0.53691042]
[0.967689]
[0.89790445]
[0.37572178]
[0.86746514]
[0.72340172]
[0.20101373]
[0.6117454]
[0.79758118]
[0.38542145]
[0.42861218]
[1.11925544]
[0.94061216]
[0.52560543]
[0.93447961]
[1.12069901]
[0.44785072]
[0.41659031]
[0.46771607]
[0.67952595]
[0.43421299]
[0.47247699]
[0.86401566]
[0.58534673]
[0.41375527]
[0.37297384]
[0.87872838]
[0.57283815]
[0.57501192]
[0.62976]
[0.72485688]
[0.77718156]
[0.53687607]
[0.52679174]
[1.03339403]
[0.69634462]
[0.89756325]
[0.84422153]
[0.45255121]
[0.79170294]
[0.74797679]
[0.58894074]
[0.91051113]
[0.61744382]
[0.79679304]
[0.90405031]
[0.6833083]
[1.12920331]
[0.85823878]
[1.12810577]
[0.53549053]
[0.67707897]
[0.76596598]
[0.87449696]
[0.95180541]
[0.44853813]
[0.74974269]
[0.46073911]
[1.02826975]
[0.87532012]
[0.63555799]
[0.50157925]
[0.58139191]
[0.4155081]
[0.75543116]
[1.00979103]
[0.6788059]
[0.49773825]
[1.59003558]
[0.78078997]
[1.4789219]
[0.34822543]
[0.5083632]
[0.92962462]
[0.33297303]
[0.44030774]
[0.62592323]
[0.79616479]
[0.61331037]
[0.54307333]
[0.27321501]
[1.07861353]
[0.38618287]
[0.64952114]
[0.59727366]
[0.83050447]
[0.85104351]
[0.7313639]
[0.28844766]
[0.88752735]
[0.60851063]
[0.39940098]
[0.76363637]
[0.71394883]
[1.05689424]
[0.36668481]
[0.71184605]
[0.59917352]
[0.86704233]
[0.58853453]
[0.59725405]
[0.55789605]
[0.47206786]
[0.60788932]
[0.71284296]
[0.80188539]
[0.47604145]
[0.70603667]
[0.81439311]
[0.44673597]
[0.70804795]
[0.90710607]
[0.76306782]
[0.26826555]
[0.93000541]
[0.73545579]
[0.51833542]
[0.7484374]
[0.76358758]
[0.55312425]
[0.63205902]
[0.74707631]
[0.64392439]
[0.62826252]
[0.55021142]
[0.78665249]
[0.74893474]
[0.26657451]
[0.38157356]
[0.60315808]
[0.39995972]
[0.5635676]
[0.73765954]
[0.6439517]
[0.66686655]
[0.37471217]
[0.5137654]
[0.44973529]
[0.48525763]
[0.81140349]
[0.6795318]
[0.63342676]
[1.13619273]
[0.53220299]
[1.24918473]
[0.70835533]
[0.88692468]
[1.4957042]
[0.58396696]
[0.48005157]
[0.98808303]
[1.26932922]
[0.39074639]
[0.40870655]
[0.48477501]
[0.65311887]
[0.63469462]
[0.43336164]
[0.83855308]
[0.74244491]
[0.77398228]
[0.55453595]
[0.19906742]
[0.59961284]
[0.55360348]
[0.67279994]
[1.47544276]
[0.74315696]
[1.21776702]
[0.578965]
[0.52560602]
[0.60028359]
[0.5742478]
[0.745489]
[0.72932451]
[0.75624862]
[1.11059299]
[0.71108749]
[0.59450371]
[0.76140865]
[0.98873954]
[1.09249993]
[0.78539858]
[0.36213925]
[0.67273605]
[0.72422887]
[0.53519473]
[0.49517651]
[0.42085764]
[0.76545464]
[0.62954098]
[0.60630278]
[1.19457642]
[0.88758449]
[0.31777616]
[0.79574796]
[1.14203561]
[0.45005955]
[0.76760128]
[0.68818632]
[0.65920614]
[0.70747778]
[0.71230949]
[0.51234464]
[0.82627061]
[0.89455378]
[0.68267243]
[0.34489479]
[0.9149722]
[1.25982467]
[0.78557814]
[0.49089548]
[1.04506447]
[0.33053138]
[0.55891603]
[1.23864284]
[0.74093775]
[0.35258846]
[0.68360409]
[0.46630509]
[0.53671595]
[1.11575681]
[0.70751967]
[0.60470057]
[0.53363803]
[0.56208894]
[0.65097265]
[0.67546458]
[0.77132269]
[0.73155238]
[0.92338231]
[0.68607315]
[0.42974401]
[0.97165434]
[0.52215104]
[1.42391663]
[0.67412447]
[0.98910532]
[0.98319342]
[0.38466484]
[0.32868187]
[0.45878995]
[0.69394125]
[0.87047855]
[0.56268992]
[0.55294888]
[0.78315634]
[0.36054228]
[1.03510602]
[0.91157968]
[0.42062978]
[0.79616763]
[0.49033447]
[0.53360755]
[0.59354137]
[0.72307386]
[0.63930305]
[0.44162883]
[0.75101212]
[0.94077962]
[0.63624367]
[1.02558272]
[0.67154096]
[0.67778842]
[0.71026916]
[0.69485678]
[0.36240452]
[0.5500063]
[0.73426339]
[0.3945388]
[1.11968522]
[1.15423874]
[0.29920557]
[0.16767232]
[0.64721253]
[1.0856257]
[0.43869485]
[0.45959844]
[0.50293965]
[0.65363572]
[0.50154846]
[0.66368526]
[0.66119002]
[0.71045893]
[0.50527818]
[0.91221378]
[0.74699492]
[0.71039672]
[0.83964003]
[0.43468228]
[0.54271744]
[0.61426099]
[0.97973188]
[0.61925815]
[0.55748823]
[0.61629182]
[0.6964896]
[0.57476256]
[0.67140354]
[0.56372502]
[0.68565401]
[0.34147336]
[0.69517634]
[0.73847622]
[0.77973588]
[0.69053653]
[1.34372215]
[0.50658725]
[1.37256101]
[0.48223756]
[0.43482487]
[0.41615498]
[1.08550803]
[0.60536876]
[0.68420182]
[0.37180981]
[0.4467481]
[0.8678534]
[0.40164285]
[0.32846117]
[0.87157444]
[0.7715102]
[0.81751164]
[0.72180019]
[0.41069341]
[0.69266342]
[0.99291368]
[0.35512553]
[0.64754604]
[0.97726099]
[0.82559703]
[0.69322134]
[0.30517348]
[0.8640477]
[0.26582626]
[0.79716546]
[0.40619928]
[0.48115671]
[0.77663762]
[0.9140703]
[1.40954185]
[1.08498927]
[0.62956266]
[0.68620633]
[0.4075141]
[0.42325105]
[0.79708547]
[0.43764098]
[0.69576574]
[0.48820151]
[0.64748145]
[1.21547601]
[1.27502723]
[0.70395708]
[0.70765639]
[0.47648175]
[1.09241935]
[0.93764908]
[0.35559017]
[0.71571427]
[0.54945664]
[0.45044842]
[0.72076972]
[0.63928167]
[0.64839556]
[0.56104368]
[1.01152249]
[0.76915215]
[0.42180654]
[0.90896953]
[0.35126094]
[0.73743368]
[0.5527335]
[0.53384207]
[0.46456754]
[0.99962833]
[0.60546505]
[0.66514897]
[0.98947556]
[1.04432637]
[0.75770901]
[0.41658518]
[0.45508555]
[0.75127421]
[0.48158021]
[0.78432451]
[0.70269895]
[0.58970082]
[0.51899485]
[1.17980088]
[0.61445976]
[0.92461957]
[1.3648984]
[0.65378538]
[0.74230409]
[0.21015972]
[0.74205179]
[0.53650915]
[0.78584252]
[0.69296304]
[1.11459756]
[0.0463187]
[0.65459423]
[0.64880883]
[1.18849939]
[0.49514118]
[0.75655188]
[0.52990262]
[0.09048252]
[1.04980715]
[0.71498808]
[0.77362166]
[0.61187112]
[0.72050378]
[0.96060724]
[0.64145069]
[0.54259797]
[0.65425734]
[0.54576233]
[0.62244808]
[0.90639358]
[0.49119018]
[0.50234578]
[0.25692585]
[0.72847309]
[0.79798831]
[0.51590639]
[0.72508732]
[0.54361653]
[0.67522173]
[0.71154174]
[0.94249211]
[0.7250657]
[0.25631019]
[0.66774484]
[0.94519097]
[1.43428599]
[0.45103858]
[0.4376358]
[0.46274213]
[0.59784406]
[0.62078954]
[0.80272182]
[-0.01093699]
[0.55379648]
[0.77690459]
[0.49385784]
[0.37664219]
[1.43427444]
[0.90366782]
[0.77855931]
[0.96922111]
[0.64385743]
[1.36335098]
[0.74087128]
[0.83974095]
[0.38692729]
[0.87399218]
[0.67162834]
[0.48138814]
[0.85304321]
[0.22707537]
[0.72768667]
[0.6565433]
[0.73585716]
[1.04409702]
[0.79310204]
[0.76487832]
[0.68228375]
[0.72096448]
[0.83503107]
[0.84953442]
[0.54304798]
[0.98620112]
[0.41290304]
[0.46748749]
[0.6279135]
[0.74666868]
[0.73110749]
[0.62734381]
[1.01252253]
[0.69876942]
[1.00526538]
[0.48037266]
[0.27912911]
[0.33053299]
[1.23878927]
[0.85196351]
[0.62385815]
[0.82660723]
[0.76659442]
[0.50159823]
[0.70548526]
[0.63603631]
[0.95306902]
[0.61292607]
[1.18740173]
[0.69894028]
[0.24451895]
[0.52079591]
[0.26462798]
[1.18563898]
[0.46941736]
[0.57737704]
[0.66585822]
[0.26308828]
[0.6925729]
[0.66846285]
[0.63004366]
[1.13634702]
[0.91938458]
[1.08315605]
[1.21083606]
[0.63552578]
[0.8013689]
[0.5698339]
[0.83811046]
[0.74323939]
[0.76524115]
[0.83233864]
[0.65085602]
[0.44675301]
[0.59332046]
[0.83100074]
[0.4603374]
[0.66906491]
[0.55871342]
[0.71427343]
[0.78800425]
[0.52445756]
[0.33529923]
[0.82571881]
[0.25686775]
[0.59810996]
[0.41313646]
[0.55127431]
[0.38432306]
[0.77271318]
[0.60921344]
[0.57300229]
[1.33033159]
[0.91045343]
[0.79356783]
[0.54933]
[0.78873625]
[0.30493267]
[0.31957977]
[0.63056752]
[0.41475396]
[0.51386143]
[0.53804347]
[0.71140213]
[0.94097095]
[0.88147015]
[0.85120411]
[0.62378881]
[0.78323031]
[0.60018279]
[0.65225739]
[0.69189724]
[0.97765192]
[0.60931762]
[0.48128985]
[1.1103685]
[0.61769583]
[0.88352489]
[0.89922332]
[0.65261345]
[1.34007494]
[0.77948051]
[0.75902959]
[0.75535845]
[1.38487399]
[0.75300073]
[0.66694412]
[0.58721979]
[0.72168134]
[0.55594058]
[0.90132199]
[0.68984018]
[0.85309463]
[0.71768519]
[0.57130287]
[0.82258452]
[0.47460408]
[0.68290344]
[0.78729496]
[0.94530534]
[0.64054877]
[0.59873857]
[0.59681353]
[0.75474175]
[0.74264566]
[1.11557596]
[1.0231691]
[0.76179516]
[0.59593006]
[0.95260377]
[1.01142839]
[1.22594772]
[0.81986866]
[0.33859602]
[0.6076282]
[0.89637464]
[0.5878832]
[0.46024661]
[0.72875968]
[0.57381906]
[0.54186083]
[0.71988004]
[0.55832667]
[0.74219424]
[0.7800065]
[0.68606496]
[0.42332446]
[0.73391652]
[1.15498835]
[0.85457011]
[0.67505398]
[0.58898128]
[0.62854313]
[0.55581897]
[1.10744142]
[0.39272131]
[0.67784291]
[0.71632414]
[1.40362884]
[0.29885891]
[0.77769755]
[0.85331682]
[0.88068072]
[0.53981179]
[0.69165686]
[0.7673452]
[1.00800407]
[1.12443427]
[0.58557805]
[0.58230395]
[0.84120359]
[0.67910228]
[1.29171037]
[1.24812157]
[0.30364183]
[1.12870361]
[0.85954725]
[0.78817159]
[1.22082995]
[0.75653114]
[0.75974799]
[0.39455472]
[0.8846276]
[0.8432788]
[0.73506976]
[0.6449435]
[0.46869404]
[0.78768066]
[0.78437863]
[0.48790825]
[1.00761058]
[0.3894001]
[1.25804039]
[0.54606451]
[0.66864063]
[0.70785176]
[0.44031306]
[0.8466442]
[0.78186514]
[1.16429817]
[0.61065298]
